Region,Country/Area,Year,Series,Value,Footnotes,Source
598,Papua New Guinea,2015,Primary energy production (petajoules),240,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2017,Primary energy production (petajoules),245,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2018,Primary energy production (petajoules),229,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2019,Primary energy production (petajoules),240,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-171,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-121,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-48,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2010,Net imports [Imports - Exports - Bunkers] (petajoules),47,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-61,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2017,Net imports [Imports - Exports - Bunkers] (petajoules),-63,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2018,Net imports [Imports - Exports - Bunkers] (petajoules),-35,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2019,Net imports [Imports - Exports - Bunkers] (petajoules),-36,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,1995,Changes in stocks (petajoules),3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2000,Changes in stocks (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2005,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2010,Changes in stocks (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2015,Changes in stocks (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2017,Changes in stocks (petajoules),4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2018,Changes in stocks (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2019,Changes in stocks (petajoules),3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,1995,Total supply (petajoules),89,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2000,Total supply (petajoules),99,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2005,Total supply (petajoules),126,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2010,Total supply (petajoules),141,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2015,Total supply (petajoules),178,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2017,Total supply (petajoules),178,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2018,Total supply (petajoules),192,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2019,Total supply (petajoules),202,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,1995,Supply per capita (gigajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2000,Supply per capita (gigajoules),18,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2005,Supply per capita (gigajoules),21,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2010,Supply per capita (gigajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2015,Supply per capita (gigajoules),22,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2017,Supply per capita (gigajoules),21,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2018,Supply per capita (gigajoules),22,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
598,Papua New Guinea,2019,Supply per capita (gigajoules),23,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,1995,Primary energy production (petajoules),207,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2000,Primary energy production (petajoules),298,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2005,Primary energy production (petajoules),306,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2010,Primary energy production (petajoules),352,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2015,Primary energy production (petajoules),350,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2017,Primary energy production (petajoules),362,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2018,Primary energy production (petajoules),346,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2019,Primary energy production (petajoules),309,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-80,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-122,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-109,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-98,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-68,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2017,Net imports [Imports - Exports - Bunkers] (petajoules),-55,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2018,Net imports [Imports - Exports - Bunkers] (petajoules),-37,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2019,Net imports [Imports - Exports - Bunkers] (petajoules),-4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,1995,Changes in stocks (petajoules),-4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2000,Changes in stocks (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2005,Changes in stocks (petajoules),-1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2010,Changes in stocks (petajoules),-4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2015,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2017,Changes in stocks (petajoules),-5,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2018,Changes in stocks (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2019,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,1995,Total supply (petajoules),131,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2000,Total supply (petajoules),175,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2005,Total supply (petajoules),198,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2010,Total supply (petajoules),258,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
600,Paraguay,2015,Total supply (petajoules),281,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
